Commodity,Date,Unit,Min Price,Max Price,Avg Price,Year,Month,DayOfWeek,Price Range
Kiwi,2021-01-12,Kg,220,250,235.0,2021,1,Tuesday,30
Ginger,2021-01-12,Kg,50,60,55.0,2021,1,Tuesday,10
Chilli Dry,2021-01-12,Kg,320,330,325.0,2021,1,Tuesday,10
Chilli Green,2021-01-12,Kg,70,80,75.0,2021,1,Tuesday,10
Chilli Green(Bullet),2021-01-12,KG,80,90,85.0,2021,1,Tuesday,10
Chilli Green(Machhe),2021-01-12,KG,70,80,75.0,2021,1,Tuesday,10
Capsicum,2021-01-12,Kg,70,80,75.0,2021,1,Tuesday,10
Garlic Green,2021-01-12,Kg,130,140,135.0,2021,1,Tuesday,10
Coriander Green,2021-01-12,Kg,80,100,90.0,2021,1,Tuesday,20
Garlic Dry Chinese,2021-01-12,Kg,190,200,195.0,2021,1,Tuesday,10
Fish Fresh(Rahu),2021-01-12,KG,270,280,275.0,2021,1,Tuesday,10
Fish Fresh(Bachuwa),2021-01-12,KG,200,210,205.0,2021,1,Tuesday,10
Fish Fresh(Chhadi),2021-01-12,KG,200,210,205.0,2021,1,Tuesday,10
Fish Fresh(Mungari),2021-01-12,KG,260,270,265.0,2021,1,Tuesday,10
Tomato Big(Nepali),2021-01-13,Kg,40,50,45.0,2021,1,Wednesday,10
Tomato Big(Indian),2021-01-13,Kg,40,50,45.0,2021,1,Wednesday,10
Tomato Small(Local),2021-01-13,Kg,15,25,20.0,2021,1,Wednesday,10
Tomato Small(Tunnel),2021-01-13,Kg,15,25,20.0,2021,1,Wednesday,10
Tomato Small(Indian),2021-01-13,KG,20,30,25.0,2021,1,Wednesday,10
Tomato Small(Terai),2021-01-13,KG,20,30,25.0,2021,1,Wednesday,10
Potato Red,2021-01-13,Kg,35,40,37.5,2021,1,Wednesday,5
Potato Red(Indian),2021-01-13,KG,30,35,32.5,2021,1,Wednesday,5
Potato White,2021-01-13,Kg,23,26,24.5,2021,1,Wednesday,3
Onion Dry (Indian),2021-01-13,Kg,70,74,72.0,2021,1,Wednesday,4
Carrot(Local),2021-01-13,Kg,80,90,85.0,2021,1,Wednesday,10
Carrot(Terai),2021-01-13,Kg,50,60,55.0,2021,1,Wednesday,10
Cabbage(Local),2021-01-13,Kg,20,30,25.0,2021,1,Wednesday,10
Cabbage(Terai),2021-01-13,Kg,18,25,21.5,2021,1,Wednesday,7
Cabbage,2021-01-13,Kg,25,32,28.5,2021,1,Wednesday,7
Cauli Local,2021-01-13,Kg,20,30,25.0,2021,1,Wednesday,10
Cauli Local(Jyapu),2021-01-13,Kg,25,35,30.0,2021,1,Wednesday,10
Cauli Terai,2021-01-13,Kg,15,25,20.0,2021,1,Wednesday,10
Raddish Red,2021-01-13,Kg,30,40,35.0,2021,1,Wednesday,10
Raddish White(Hybrid),2021-01-13,Kg,15,20,17.5,2021,1,Wednesday,5
Brinjal Long,2021-01-13,Kg,30,40,35.0,2021,1,Wednesday,10
Brinjal Round,2021-01-13,Kg,30,40,35.0,2021,1,Wednesday,10
Green Peas,2021-01-13,Kg,30,40,35.0,2021,1,Wednesday,10
French Bean(Local),2021-01-13,Kg,50,60,55.0,2021,1,Wednesday,10
French Bean(Hybrid),2021-01-13,Kg,60,70,65.0,2021,1,Wednesday,10
Sword Bean,2021-01-13,Kg,30,40,35.0,2021,1,Wednesday,10
Bitter Gourd,2021-01-13,Kg,100,110,105.0,2021,1,Wednesday,10
Bottle Gourd,2021-01-13,Kg,40,50,45.0,2021,1,Wednesday,10
Pumpkin,2021-01-13,Kg,25,30,27.5,2021,1,Wednesday,5
Squash(Long),2021-01-13,Kg,20,25,22.5,2021,1,Wednesday,5
Squash(Round),2021-01-13,Kg,30,40,35.0,2021,1,Wednesday,10
Turnip,2021-01-13,Kg,70,80,75.0,2021,1,Wednesday,10
Okara,2021-01-13,Kg,80,90,85.0,2021,1,Wednesday,10
Sweet Potato,2021-01-13,Kg,50,60,55.0,2021,1,Wednesday,10
Barela,2021-01-13,Kg,40,50,45.0,2021,1,Wednesday,10
Arum,2021-01-13,Kg,50,60,55.0,2021,1,Wednesday,10
Christophine,2021-01-13,Kg,20,25,22.5,2021,1,Wednesday,5
Brd Leaf Mustard,2021-01-13,Kg,40,50,45.0,2021,1,Wednesday,10
Spinach Leaf,2021-01-13,Kg,50,60,55.0,2021,1,Wednesday,10
